strategy,strategy_label,ticker,yfinance_ticker,security_id,company_name,region,country,currency,sector,target_weight,cash_weight,initial_capital_usd,capital_source,evidence_type,source_files
optimised_mean_variance,Mean-Variance Optimiser,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,PG.US,PG,PG.US,Procter & Gamble Company,US,United States,USD,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,1113.HK,1113.HK,1113.HK,CK Asset Holdings Ltd,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,601169.SHG,601169.SS,601169.SHG,Bank of Beijing Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,ORA.PA,ORA.PA,ORA.PA,Orange S.A.,EU ex-DACH,France,EUR,Communication Services,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,MCD.US,MCD,MCD.US,McDonald’s Corporation,US,United States,USD,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,LI.PA,LI.PA,LI.PA,Klepierre SA,EU ex-DACH,France,EUR,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,HEN3.XETRA,HEN3.DE,HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,ESSITY-B.ST,ESSITY-B.ST,ESSITY-B.ST,Essity AB (publ),EU ex-DACH,Sweden,SEK,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_mean_variance,Mean-Variance Optimiser,BNZL.LSE,BNZL.L,BNZL.LSE,Bunzl PLC,UK,United Kingdom,GBX,Consumer Staples,0.0499999999999997,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_mean_variance.csv
optimised_regime_aware,Regime-Aware Optimiser,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,601398.SHG,601398.SS,601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,0939.HK,0939.HK,0939.HK,China Construction Bank Corp,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,PG.US,PG,PG.US,Procter & Gamble Company,US,United States,USD,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,BMY.US,BMY,BMY.US,Bristol-Myers Squibb Company,US,United States,USD,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,SHEL.LSE,SHEL.L,SHEL.LSE,Shell plc,UK,United Kingdom,GBX,Energy,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,T.US,T,T.US,AT&T Inc.,US,United States,USD,Communication Services,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,2020.HK,2020.HK,2020.HK,ANTA Sports Products Ltd,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,600690.SHG,600690.SS,600690.SHG,Qingdao Haier Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,600050.SHG,600050.SS,600050.SHG,China United Network Communications Ltd,Mainland China,China,CNY,Communication Services,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,601766.SHG,601766.SS,601766.SHG,CRRC Corp Ltd Class A,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,0293.HK,0293.HK,0293.HK,Cathay Pacific Airways Limited,Hong Kong,Hong Kong,HKD,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_regime_aware,Regime-Aware Optimiser,MCD.US,MCD,MCD.US,McDonald’s Corporation,US,United States,USD,Consumer Discretionary,0.0499999999999997,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_regime_aware.csv
optimised_risk_parity,Risk-Parity Optimiser,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,PG.US,PG,PG.US,Procter & Gamble Company,US,United States,USD,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,601169.SHG,601169.SS,601169.SHG,Bank of Beijing Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,MCD.US,MCD,MCD.US,McDonald’s Corporation,US,United States,USD,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,JNJ.US,JNJ,JNJ.US,Johnson & Johnson,US,United States,USD,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,SCHP.SW,SCHP.SW,SCHP.SW,Schindler Ps,DACH,Switzerland,CHF,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,HEN3.XETRA,HEN3.DE,HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,601818.SHG,601818.SS,601818.SHG,China Everbright Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,AFL.US,AFL,AFL.US,Aflac Incorporated,US,United States,USD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,LI.PA,LI.PA,LI.PA,Klepierre SA,EU ex-DACH,France,EUR,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,ESSITY-B.ST,ESSITY-B.ST,ESSITY-B.ST,Essity AB (publ),EU ex-DACH,Sweden,SEK,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,NSC.US,NSC,NSC.US,Norfolk Southern Corporation,US,United States,USD,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,ZURN.SW,ZURN.SW,ZURN.SW,Zurich Insurance Group AG,DACH,Switzerland,CHF,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,600018.SHG,600018.SS,600018.SHG,Shanghai International Port Group Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,SAMPO.HE,SAMPO.HE,SAMPO.HE,Sampo Oyj A,EU ex-DACH,Finland,EUR,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_risk_parity,Risk-Parity Optimiser,GEBN.SW,GEBN.SW,GEBN.SW,Geberit AG,DACH,Switzerland,CHF,Industrials,0.0499999999999997,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_risk_parity.csv
optimised_score_weighted,Score-Weighted Optimiser,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,601398.SHG,601398.SS,601398.SHG,Industrial and Commercial Bank of China Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,PG.US,PG,PG.US,Procter & Gamble Company,US,United States,USD,Consumer Staples,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,SHEL.LSE,SHEL.L,SHEL.LSE,Shell plc,UK,United Kingdom,GBX,Energy,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,T.US,T,T.US,AT&T Inc.,US,United States,USD,Communication Services,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,3968.HK,3968.HK,3968.HK,China Merchants Bank Co Ltd Class H,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,2020.HK,2020.HK,2020.HK,ANTA Sports Products Ltd,Hong Kong,Hong Kong,HKD,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,0293.HK,0293.HK,0293.HK,Cathay Pacific Airways Limited,Hong Kong,Hong Kong,HKD,Industrials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,600690.SHG,600690.SS,600690.SHG,Qingdao Haier Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,600050.SHG,600050.SS,600050.SHG,China United Network Communications Ltd,Mainland China,China,CNY,Communication Services,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,MCD.US,MCD,MCD.US,McDonald’s Corporation,US,United States,USD,Consumer Discretionary,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
optimised_score_weighted,Score-Weighted Optimiser,0939.HK,0939.HK,0939.HK,China Construction Bank Corp,Hong Kong,Hong Kong,HKD,Financials,0.0499999999999997,1.1102230246251565e-16,100000.0,fixed_research_capital,retrospective_holdings_replay,reports/outputs/optimised_portfolio_score_weighted.csv
final_portfolio,Final Resolved Portfolio,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,000538.SHE,000538.SZ,000538.SHE,Yunnan Baiyao Group Co Ltd,Mainland China,China,CNY,Healthcare,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,0823.HK,0823.HK,0823.HK,Link Real Estate Investment Trust,Hong Kong,Hong Kong,HKD,Real Estate,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,3988.HK,3988.HK,3988.HK,Bank of China Ltd H,Hong Kong,Hong Kong,HKD,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,600018.SHG,600018.SS,600018.SHG,Shanghai International Port Group Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,601818.SHG,601818.SS,601818.SHG,China Everbright Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,AD.AS,AD.AS,AD.AS,Koninklijke Ahold Delhaize NV,EU ex-DACH,Netherlands,EUR,Consumer Staples,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,CS.PA,CS.PA,CS.PA,AXA SA,EU ex-DACH,France,EUR,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,ESSITY-B.ST,ESSITY-B.ST,ESSITY-B.ST,Essity AB (publ),EU ex-DACH,Sweden,SEK,Consumer Staples,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,HEN3.XETRA,HEN3.DE,HEN3.XETRA,Henkel AG & Co. KGaA vz. (Pref Shares),DACH,Germany,EUR,Consumer Staples,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,LI.PA,LI.PA,LI.PA,Klepierre SA,EU ex-DACH,France,EUR,Real Estate,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,MCD.US,MCD,MCD.US,McDonald’s Corporation,US,United States,USD,Consumer Discretionary,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,NOVN.SW,NOVN.SW,NOVN.SW,Novartis AG,DACH,Switzerland,CHF,Healthcare,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,PG.US,PG,PG.US,Procter & Gamble Company,US,United States,USD,Consumer Staples,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,SBRY.LSE,SBRY.L,SBRY.LSE,J Sainsbury PLC,UK,United Kingdom,GBX,Consumer Staples,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,SHEL.US,SHEL,SHEL.US,Shell PLC ADR,US,United States,USD,Energy,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
final_portfolio,Final Resolved Portfolio,ORA.PA,ORA.PA,ORA.PA,Orange S.A.,EU ex-DACH,France,EUR,Communication Services,0.0499999999999997,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/final_portfolio_weights.csv
drl_baseline,DRL Baseline Portfolio,000333.SHE,000333.SZ,000333.SHE,Midea Group Co Ltd,Mainland China,China,CNY,Consumer Discretionary,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/drl_baseline_portfolio.csv
drl_baseline,DRL Baseline Portfolio,ALV.XETRA,ALV.DE,ALV.XETRA,Allianz SE VNA O.N.,DACH,Germany,EUR,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/drl_baseline_portfolio.csv
drl_baseline,DRL Baseline Portfolio,601816.SHG,601816.SS,601816.SHG,Beijing-Shanghai High Speed Railway Co Ltd,Mainland China,China,CNY,Industrials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/drl_baseline_portfolio.csv
drl_baseline,DRL Baseline Portfolio,600036.SHG,600036.SS,600036.SHG,China Merchants Bank Co Ltd,Mainland China,China,CNY,Financials,0.05,1.1102230246251565e-16,186060522.0,current_portfolio_nav,retrospective_holdings_replay,reports/outputs/drl_baseline_portfolio.csv
